asset_name,magazine_code,magazine_issue_code,asset_title,page,theme_name,theme_name_2
20221209172454950,revue-feuillet-hebdo,3969,LFSS 2023 : les mesures relatives aux arrêts de travail et au congé de présence parentale,9,"Paye/Accident, maladie et inaptitude","Accident, maladie et inaptitude"
20221209172454950,revue-feuillet-hebdo,3969,LFSS 2023 : les mesures relatives aux arrêts de travail et au congé de présence parentale,9,Paye/Congés et jours fériés,Congés et jours fériés
20221205085759555,revue-feuillet-hebdo,3969,LFSS 2023 : à la recherche de plus d'efficacité dans les contrôles URSSAF et la lutte contre la frau,21,Paye/Contrôles et contentieux,Contrôles et contentieux
20221219102128813,revue-feuillet-hebdo,3969,Plafond de la sécurité sociale pour 2023 : 3 666 € par mois,3,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20221208165752267,revue-feuillet-hebdo,3969,"LFSS 2023 : les mesures relatives aux cotisations, exonérations et déclarations sociales",14,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20221208165752267,revue-feuillet-hebdo,3969,"LFSS 2023 : les mesures relatives aux cotisations, exonérations et déclarations sociales",14,Paye/DSN et déclarations,DSN et déclarations
20221208165752267,revue-feuillet-hebdo,3969,"LFSS 2023 : les mesures relatives aux cotisations, exonérations et déclarations sociales",14,Paye/Exonérations,Exonérations
20221205085759555,revue-feuillet-hebdo,3969,LFSS 2023 : à la recherche de plus d'efficacité dans les contrôles URSSAF et la lutte contre la frau,21,Paye/Exonérations,Exonérations
20221209172454950,revue-feuillet-hebdo,3969,LFSS 2023 : les mesures relatives aux arrêts de travail et au congé de présence parentale,9,"Paye/Maternité, paternité et adoption","Maternité, paternité et adoption"
20221219161242403,revue-feuillet-hebdo,3969,"Le SMIC horaire passera à 11,27 € le 1er janvier 2023",3,Paye/Rémunération,Rémunération
20230102141836739,revue-feuillet-hebdo,3970,SMIC et minimum garanti au 1er janvier 2023,5,Paye,
20230102141920271,revue-feuillet-hebdo,3970,Cotisation AGS inchangée au 1er janvier 2023,5,Paye,
20230102120730727,revue-feuillet-hebdo,3970,Les emplois francs sont prolongés jusqu'au 31 décembre 2023,5,Paye,
20221206114614324,revue-feuillet-hebdo,3970,Dépêches de décembre 2022,7,Paye,
20221227113404040,revue-feuillet-hebdo,3970,"La LFSS 2023 est publiée au JO, amputée de quelques mesures par le Conseil constitutionnel",78,Paye,
20221227113404040,revue-feuillet-hebdo,3970,"La LFSS 2023 est publiée au JO, amputée de quelques mesures par le Conseil constitutionnel",78,"Paye/Accident, maladie et inaptitude","Accident, maladie et inaptitude"
20221227113404040,revue-feuillet-hebdo,3970,"La LFSS 2023 est publiée au JO, amputée de quelques mesures par le Conseil constitutionnel",78,Paye/Congés et jours fériés,Congés et jours fériés
20230102141920271,revue-feuillet-hebdo,3970,Cotisation AGS inchangée au 1er janvier 2023,5,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230102120730727,revue-feuillet-hebdo,3970,Les emplois francs sont prolongés jusqu'au 31 décembre 2023,5,Paye/Contrat de travail et embauche,Contrat de travail et embauche
20221227113404040,revue-feuillet-hebdo,3970,"La LFSS 2023 est publiée au JO, amputée de quelques mesures par le Conseil constitutionnel",78,"Paye/Maternité, paternité et adoption","Maternité, paternité et adoption"
20230102141836739,revue-feuillet-hebdo,3970,SMIC et minimum garanti au 1er janvier 2023,5,Paye/Rémunération,Rémunération
20221227133745011,revue-feuillet-hebdo,3971,Report au 1er janvier 2024 de la majoration « AT fréquents »,4,Paye,
20221230142047008,revue-feuillet-hebdo,3971,Majorations de retard AGIRC-ARRCO : taux inchangé pour 2023,4,Paye,
20221225102345715,revue-feuillet-hebdo,3971,LF 2023 : mesures sociales et aides financières en faveur des entreprises,38,Paye,
20230102164045188,revue-feuillet-hebdo,3971,"Le « Montant net social » en paye et en DSN, un projet qui devrait bientôt aboutir",57,Paye,
20221225102345715,revue-feuillet-hebdo,3971,LF 2023 : mesures sociales et aides financières en faveur des entreprises,38,Paye/Chômage et chômage partiel,Chômage et chômage partiel
20221227133745011,revue-feuillet-hebdo,3971,Report au 1er janvier 2024 de la majoration « AT fréquents »,4,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20221230142047008,revue-feuillet-hebdo,3971,Majorations de retard AGIRC-ARRCO : taux inchangé pour 2023,4,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20221225102345715,revue-feuillet-hebdo,3971,LF 2023 : mesures sociales et aides financières en faveur des entreprises,38,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230102164045188,revue-feuillet-hebdo,3971,"Le « Montant net social » en paye et en DSN, un projet qui devrait bientôt aboutir",57,Paye/Rémunération,Rémunération
20230102112538484,revue-feuillet-hebdo,3972,Montant de la garantie financière des ETT pour 2023,4,Paye,
20230109135526524,revue-feuillet-hebdo,3972,"Depuis le 1er janvier 2023, l'activité partielle ne peut plus être imposée au salarié protégé",5,Paye,
20220111114351309,revue-feuillet-hebdo,3972,Paramétrage de la paye : les changements au 1er janvier 2023,15,Paye,
20230104103536327,revue-feuillet-hebdo,3972,Avantage en nature « véhicule électrique » : le régime social de faveur est prolongé de 2 ans,37,Paye,
20230104112611582,revue-feuillet-hebdo,3972,Déduction forfaitaire spécifique pour frais professionnels : ce qui a changé au 1er janvier 2023,39,Paye,
20230105131029880,revue-feuillet-hebdo,3972,L'indemnité carburant versée par l'État pourra être demandée jusqu'à fin février 2023,58,Paye,
20230102112538484,revue-feuillet-hebdo,3972,Montant de la garantie financière des ETT pour 2023,4,"Paye/CDD, Intérim et stages","CDD, Intérim et stages"
20230109135526524,revue-feuillet-hebdo,3972,"Depuis le 1er janvier 2023, l'activité partielle ne peut plus être imposée au salarié protégé",5,Paye/Chômage et chômage partiel,Chômage et chômage partiel
20220111114351309,revue-feuillet-hebdo,3972,Paramétrage de la paye : les changements au 1er janvier 2023,15,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230104112611582,revue-feuillet-hebdo,3972,Déduction forfaitaire spécifique pour frais professionnels : ce qui a changé au 1er janvier 2023,39,Paye/Exonérations,Exonérations
20220111114351309,revue-feuillet-hebdo,3972,Paramétrage de la paye : les changements au 1er janvier 2023,15,Paye/Formation professionnelle,Formation professionnelle
20230105131029880,revue-feuillet-hebdo,3972,L'indemnité carburant versée par l'État pourra être demandée jusqu'à fin février 2023,58,Paye/Mesures diverses et statuts particuliers,Mesures diverses et statuts particuliers
20220111114351309,revue-feuillet-hebdo,3972,Paramétrage de la paye : les changements au 1er janvier 2023,15,Paye/Rémunération,Rémunération
20230105122457706,revue-feuillet-hebdo,3972,Modulation de la prime de partage de la valeur : les écarts disproportionnés sous surveillance,47,Paye/Rémunération,Rémunération
20230109113429149,revue-feuillet-hebdo,3973,La DOETH 2022 devra être souscrite avec la DSN d'avril 2023,3,Paye,
20230116133533919,revue-feuillet-hebdo,3973,Crise énergétique : un délai de paiement des cotisations URSSAF est possible,4,Paye,
20230116153551538,revue-feuillet-hebdo,3973,Exonération de cotisations des cadeaux en lien avec la coupe du monde de rugby et les JO,4,Paye,
20230111110303218,revue-feuillet-hebdo,3973,Pas de prélèvement à la source en 2023 sur les IJSS de temps partiel thérapeutique,4,Paye,
20230113053825066,revue-feuillet-hebdo,3973,Le gouvernement dévoile son projet de réforme des retraites,6,Paye,
20230105174410587,revue-feuillet-hebdo,3973,Activité partielle : les changements à prendre en compte,14,Paye,
20220118114146675,revue-feuillet-hebdo,3973,Cotisations accidents du travail : principes de la tarification 2023,21,Paye,
20220118114146675,revue-feuillet-hebdo,3973,Cotisations accidents du travail : principes de la tarification 2023,21,"Paye/Accident, maladie et inaptitude","Accident, maladie et inaptitude"
20230105174410587,revue-feuillet-hebdo,3973,Activité partielle : les changements à prendre en compte,14,Paye/Chômage et chômage partiel,Chômage et chômage partiel
20230116133533919,revue-feuillet-hebdo,3973,Crise énergétique : un délai de paiement des cotisations URSSAF est possible,4,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230116153551538,revue-feuillet-hebdo,3973,Exonération de cotisations des cadeaux en lien avec la coupe du monde de rugby et les JO,4,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230111110303218,revue-feuillet-hebdo,3973,Pas de prélèvement à la source en 2023 sur les IJSS de temps partiel thérapeutique,4,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20220118114146675,revue-feuillet-hebdo,3973,Cotisations accidents du travail : principes de la tarification 2023,21,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230109113429149,revue-feuillet-hebdo,3973,La DOETH 2022 devra être souscrite avec la DSN d'avril 2023,3,Paye/Handicapés,Handicapés
20230111110303218,revue-feuillet-hebdo,3973,Pas de prélèvement à la source en 2023 sur les IJSS de temps partiel thérapeutique,4,Paye/Rémunération,Rémunération
20230113053825066,revue-feuillet-hebdo,3973,Le gouvernement dévoile son projet de réforme des retraites,6,Paye/Retraite et préretraite,Retraite et préretraite
20230123152455190,revue-feuillet-hebdo,3974,Les déclarations d'AT en ligne peuvent désormais faire l'objet de réserves,4,Paye,
20230120132458031,revue-feuillet-hebdo,3974,Modulation de la prime de partage de la valeur : la mise à jour du BOSS qui pose question,60,Paye,
20230123152455190,revue-feuillet-hebdo,3974,Les déclarations d'AT en ligne peuvent désormais faire l'objet de réserves,4,"Paye/Accident, maladie et inaptitude","Accident, maladie et inaptitude"
20230120132458031,revue-feuillet-hebdo,3974,Modulation de la prime de partage de la valeur : la mise à jour du BOSS qui pose question,60,Paye/Rémunération,Rémunération
20230130175737148,revue-feuillet-hebdo,3975,Covid-19 : fin des arrêts de travail dérogatoires,2,Paye,
20230127111954124,revue-feuillet-hebdo,3975,La sortie progressive de la DFS de trois nouveaux secteurs est intégrée au BOSS,3,Paye,
20230126104459061,revue-feuillet-hebdo,3975,Versement santé : paramètres de calcul pour 2023,3,Paye,
20230123153855810,revue-feuillet-hebdo,3975,"La maladie ne permet pas de retirer son logement de fonction à un salarié ",4,Paye,
20220620123344852,revue-feuillet-hebdo,3975,Actualités des associations,7,Paye,
20230130062904149,revue-feuillet-hebdo,3975,"Indemnisation des victimes d'accident ou de maladie professionnels : un revirement de jurisprudence ",56,Paye,
20230130175737148,revue-feuillet-hebdo,3975,Covid-19 : fin des arrêts de travail dérogatoires,2,"Paye/Accident, maladie et inaptitude","Accident, maladie et inaptitude"
20230123153855810,revue-feuillet-hebdo,3975,"La maladie ne permet pas de retirer son logement de fonction à un salarié ",4,"Paye/Accident, maladie et inaptitude","Accident, maladie et inaptitude"
20230130062904149,revue-feuillet-hebdo,3975,"Indemnisation des victimes d'accident ou de maladie professionnels : un revirement de jurisprudence ",56,"Paye/Accident, maladie et inaptitude","Accident, maladie et inaptitude"
20230126104459061,revue-feuillet-hebdo,3975,Versement santé : paramètres de calcul pour 2023,3,Paye/Prévoyance et retraite supplémentaire,Prévoyance et retraite supplémentaire
20230103114131634,revue-feuillet-hebdo,3976,Dépêches de janvier 2023,6,Paye,
20230120113243075,revue-feuillet-hebdo,3976,Réforme des retraites : pénibilité et seniors,25,Paye,
20230201144210911,revue-feuillet-hebdo,3976,Réforme des retraites : mesures relatives au recouvrement des cotisations,38,Paye,
20230201144210911,revue-feuillet-hebdo,3976,Réforme des retraites : mesures relatives au recouvrement des cotisations,38,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230120113243075,revue-feuillet-hebdo,3976,Réforme des retraites : pénibilité et seniors,25,Paye/Retraite et préretraite,Retraite et préretraite
20230209194303965,revue-feuillet-hebdo,3977,Nouveau plafond d'exonération de l'aide au financement de services à la personne,4,Paye,
20230209194303965,revue-feuillet-hebdo,3977,Nouveau plafond d'exonération de l'aide au financement de services à la personne,4,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230209100613408,revue-feuillet-hebdo,3978,Le bulletin de paye fait peau neuve pour accueillir la mention du Net social,26,Paye,
20230217082314779,revue-feuillet-hebdo,3978,Le volet « épargne salariale » de la loi pouvoir d'achat mis en musique par deux décrets,44,Paye,
20230217082314779,revue-feuillet-hebdo,3978,Le volet « épargne salariale » de la loi pouvoir d'achat mis en musique par deux décrets,44,Paye/Épargne salariale,Épargne salariale
20230209100613408,revue-feuillet-hebdo,3978,Le bulletin de paye fait peau neuve pour accueillir la mention du Net social,26,Paye/Rémunération,Rémunération
20230306150142717,revue-feuillet-hebdo,3980,Activité partielle : précision sur le décompte de la durée maximale d'autorisation,4,Paye,
20230306120138989,revue-feuillet-hebdo,3980,La charte du cotisant contrôlé retoquée sur les investigations sur support dématérialisé,4,Paye,
20230306151844819,revue-feuillet-hebdo,3980,Licenciement nul : l'indemnité d'éviction ne comprend ni intéressement ni participation,4,Paye,
20230207114832588,revue-feuillet-hebdo,3980,Dépêches de février 2023,6,Paye,
20230306150142717,revue-feuillet-hebdo,3980,Activité partielle : précision sur le décompte de la durée maximale d'autorisation,4,Paye/Chômage et chômage partiel,Chômage et chômage partiel
20230306120138989,revue-feuillet-hebdo,3980,La charte du cotisant contrôlé retoquée sur les investigations sur support dématérialisé,4,Paye/Contrôles et contentieux,Contrôles et contentieux
20230306151844819,revue-feuillet-hebdo,3980,Licenciement nul : l'indemnité d'éviction ne comprend ni intéressement ni participation,4,Paye/Épargne salariale,Épargne salariale
20230303092749193,revue-feuillet-hebdo,3981,Quand le temps de trajet domicile/travail devient un temps de travail effectif,31,Paye,
20230303092749193,revue-feuillet-hebdo,3981,Quand le temps de trajet domicile/travail devient un temps de travail effectif,31,Paye/Durée du travail,Durée du travail
20230320153357564,revue-feuillet-hebdo,3982,"4,1 milliards d'euros ont été versés au titre de la PPV sur le deuxième semestre 2022",5,Paye,
20230313162640459,revue-feuillet-hebdo,3982,Bonus-malus des cotisations chômage : un simulateur pour la modulation 2023-2024,5,Paye,
20230310102840332,revue-feuillet-hebdo,3982,Loi d'adaptation au droit européen : volet RH,19,Paye,
20230310102840332,revue-feuillet-hebdo,3982,Loi d'adaptation au droit européen : volet RH,19,"Paye/CDD, Intérim et stages","CDD, Intérim et stages"
20230313162640459,revue-feuillet-hebdo,3982,Bonus-malus des cotisations chômage : un simulateur pour la modulation 2023-2024,5,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230310102840332,revue-feuillet-hebdo,3982,Loi d'adaptation au droit européen : volet RH,19,Paye/Contrat de travail et embauche,Contrat de travail et embauche
20230310102840332,revue-feuillet-hebdo,3982,Loi d'adaptation au droit européen : volet RH,19,Paye/Épargne salariale,Épargne salariale
20230320153357564,revue-feuillet-hebdo,3982,"4,1 milliards d'euros ont été versés au titre de la PPV sur le deuxième semestre 2022",5,Paye/Rémunération,Rémunération
20230322121738393,revue-feuillet-hebdo,3983,Titres-restaurant : quid en cas de participation patronale inférieure à 50 % ?,2,Paye,
20230322114010347,revue-feuillet-hebdo,3983,Avantages en nature « véhicule et borne de recharge électriques » : les précisions du BOSS,104,Paye,
20220405115242384,revue-feuillet-hebdo,3984,Saisie des rémunérations : fraction insaisissable au 1er avril 2023,3,Paye,
20230403155732445,revue-feuillet-hebdo,3984,Entrée en vigueur du congé lié à l'annonce d'une maladie chronique grave chez l'enfant,4,Paye,
20230307115150915,revue-feuillet-hebdo,3984,Dépêches de mars 2023,6,Paye,
20230403155732445,revue-feuillet-hebdo,3984,Entrée en vigueur du congé lié à l'annonce d'une maladie chronique grave chez l'enfant,4,Paye/Congés et jours fériés,Congés et jours fériés
20220405115242384,revue-feuillet-hebdo,3984,Saisie des rémunérations : fraction insaisissable au 1er avril 2023,3,Paye/Rémunération,Rémunération
20230407095811831,revue-feuillet-hebdo,3985,Monétisation des JRTT et imputation de la réduction des cotisations salariales,4,Paye,
20230407095811831,revue-feuillet-hebdo,3985,Monétisation des JRTT et imputation de la réduction des cotisations salariales,4,Paye/Exonérations,Exonérations
20230413153116030,revue-feuillet-hebdo,3986,Protection sociale complémentaire : précision sur les catégories objectives,4,Paye,
20230417153324859,revue-feuillet-hebdo,3986,"Vers une hausse du SMIC de 2,19 % le premier mai 2023",5,Paye,
20230330085035614,revue-feuillet-hebdo,3986,Présentation du dossier,6,Paye,
20230415120846687,revue-feuillet-hebdo,3986,Réforme des retraites : la décision du Conseil constitutionnel,9,Paye,
20230330085412968,revue-feuillet-hebdo,3986,Réforme des retraites : âge légal de départ et autres paramètres généraux,12,Paye,
20230411165243265,revue-feuillet-hebdo,3986,Réforme des retraites : mesures sur les dispositifs de départs anticipés,23,Paye,
20230330085827813,revue-feuillet-hebdo,3986,Réforme des retraites : prévention de la pénibilité,31,Paye,
20230330090146794,revue-feuillet-hebdo,3986,Réforme des retraites : le cumul emploi-retraite et la retraite progressive sont aménagés,37,Paye,
20230330091549779,revue-feuillet-hebdo,3986,Réforme des retraites : mesures relatives aux cotisations,42,Paye,
20230330175347213,revue-feuillet-hebdo,3986,Réforme des retraites : autres mesures,48,Paye,
20230412110403144,revue-feuillet-hebdo,3986,"L’abus de droit, l’URSSAF et la Cour de cassation",54,Paye,
20230330091549779,revue-feuillet-hebdo,3986,Réforme des retraites : mesures relatives aux cotisations,42,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230412110403144,revue-feuillet-hebdo,3986,"L’abus de droit, l’URSSAF et la Cour de cassation",54,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230413153116030,revue-feuillet-hebdo,3986,Protection sociale complémentaire : précision sur les catégories objectives,4,Paye/Prévoyance et retraite supplémentaire,Prévoyance et retraite supplémentaire
20230330091549779,revue-feuillet-hebdo,3986,Réforme des retraites : mesures relatives aux cotisations,42,Paye/Prévoyance et retraite supplémentaire,Prévoyance et retraite supplémentaire
20230417153324859,revue-feuillet-hebdo,3986,"Vers une hausse du SMIC de 2,19 % le premier mai 2023",5,Paye/Rémunération,Rémunération
20230330085035614,revue-feuillet-hebdo,3986,Présentation du dossier,6,Paye/Retraite et préretraite,Retraite et préretraite
20230415120846687,revue-feuillet-hebdo,3986,Réforme des retraites : la décision du Conseil constitutionnel,9,Paye/Retraite et préretraite,Retraite et préretraite
20230330085412968,revue-feuillet-hebdo,3986,Réforme des retraites : âge légal de départ et autres paramètres généraux,12,Paye/Retraite et préretraite,Retraite et préretraite
20230411165243265,revue-feuillet-hebdo,3986,Réforme des retraites : mesures sur les dispositifs de départs anticipés,23,Paye/Retraite et préretraite,Retraite et préretraite
20230330085827813,revue-feuillet-hebdo,3986,Réforme des retraites : prévention de la pénibilité,31,Paye/Retraite et préretraite,Retraite et préretraite
20230330090146794,revue-feuillet-hebdo,3986,Réforme des retraites : le cumul emploi-retraite et la retraite progressive sont aménagés,37,Paye/Retraite et préretraite,Retraite et préretraite
20230330091549779,revue-feuillet-hebdo,3986,Réforme des retraites : mesures relatives aux cotisations,42,Paye/Retraite et préretraite,Retraite et préretraite
20230330175347213,revue-feuillet-hebdo,3986,Réforme des retraites : autres mesures,48,Paye/Retraite et préretraite,Retraite et préretraite
20230421162825900,revue-feuillet-hebdo,3987,"Fraction solde de la taxe d'apprentissage : premiers versements aux URSSAF, premiers fléchages via S",60,Paye,
20230421162825900,revue-feuillet-hebdo,3987,"Fraction solde de la taxe d'apprentissage : premiers versements aux URSSAF, premiers fléchages via S",60,Paye/Apprentissage et contrats aidés,Apprentissage et contrats aidés
20230421162825900,revue-feuillet-hebdo,3987,"Fraction solde de la taxe d'apprentissage : premiers versements aux URSSAF, premiers fléchages via S",60,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230428094850293,revue-feuillet-hebdo,3988,Revalorisation du SMIC et du minimum garanti au 1er mai 2023,4,Paye,
20230428101609084,revue-feuillet-hebdo,3988,Décès d'un proche : une proposition de loi pour renforcer les droits à congé,4,Paye,
20230404115140265,revue-feuillet-hebdo,3988,Dépêches d'avril 2023,6,Paye,
20230418093043754,revue-feuillet-hebdo,3988,Le contrôle URSSAF évolue dans un sens plutôt favorable au cotisant,28,Paye,
20230428101609084,revue-feuillet-hebdo,3988,Décès d'un proche : une proposition de loi pour renforcer les droits à congé,4,Paye/Congés et jours fériés,Congés et jours fériés
20230418093043754,revue-feuillet-hebdo,3988,Le contrôle URSSAF évolue dans un sens plutôt favorable au cotisant,28,Paye/Contrôles et contentieux,Contrôles et contentieux
20230418093043754,revue-feuillet-hebdo,3988,Le contrôle URSSAF évolue dans un sens plutôt favorable au cotisant,28,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230428094850293,revue-feuillet-hebdo,3988,Revalorisation du SMIC et du minimum garanti au 1er mai 2023,4,Paye/Rémunération,Rémunération
20230505151008310,revue-feuillet-hebdo,3989,Saisie des rémunérations : montant de la fraction totalement insaisissable au 1er avril 2023,4,Paye,
20230505100905479,revue-feuillet-hebdo,3989,Activité partielle et APLD : relèvement le 1er mai 2023 des taux planchers des allocations remboursé,4,Paye,
20230426084451225,revue-feuillet-hebdo,3989,Un décret toilette la DOETH en rétablissant une pénalité pour défaut de déclaration,35,Paye,
20230505100905479,revue-feuillet-hebdo,3989,Activité partielle et APLD : relèvement le 1er mai 2023 des taux planchers des allocations remboursé,4,Paye/Chômage et chômage partiel,Chômage et chômage partiel
20230426084451225,revue-feuillet-hebdo,3989,Un décret toilette la DOETH en rétablissant une pénalité pour défaut de déclaration,35,Paye/Handicapés,Handicapés
20230505151008310,revue-feuillet-hebdo,3989,Saisie des rémunérations : montant de la fraction totalement insaisissable au 1er avril 2023,4,Paye/Rémunération,Rémunération
20230511100319946,revue-feuillet-hebdo,3990,Prélèvement à la source et hausse du SMIC : incidence pour les apprentis et stagiaires,4,Paye,
20230511104111832,revue-feuillet-hebdo,3990,Prélèvement à la source des contrats courts en taux neutres : abattement au 1er mai 2023,5,Paye,
20230510163820158,revue-feuillet-hebdo,3990,Le ministère du Travail apporte de nouvelles précisions sur le « montant net social »,41,Paye,
20230511100319946,revue-feuillet-hebdo,3990,Prélèvement à la source et hausse du SMIC : incidence pour les apprentis et stagiaires,4,Paye/Apprentissage et contrats aidés,Apprentissage et contrats aidés
20230511100319946,revue-feuillet-hebdo,3990,Prélèvement à la source et hausse du SMIC : incidence pour les apprentis et stagiaires,4,"Paye/CDD, Intérim et stages","CDD, Intérim et stages"
20230511100319946,revue-feuillet-hebdo,3990,Prélèvement à la source et hausse du SMIC : incidence pour les apprentis et stagiaires,4,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230511104111832,revue-feuillet-hebdo,3990,Prélèvement à la source des contrats courts en taux neutres : abattement au 1er mai 2023,5,Paye/Cotisations et prélèvements divers,Cotisations et prélèvements divers
20230510163820158,revue-feuillet-hebdo,3990,Le ministère du Travail apporte de nouvelles précisions sur le « montant net social »,41,Paye/Rémunération,Rémunération
20230516101029840,revue-feuillet-hebdo,3991,Le salarié démissionnaire peut être contraint de rembourser une partie de son « golden hello »,55,Paye,
20230516101029840,revue-feuillet-hebdo,3991,Le salarié démissionnaire peut être contraint de rembourser une partie de son « golden hello »,55,Paye/Contrat de travail et embauche,Contrat de travail et embauche
20230526102343738,revue-feuillet-hebdo,3992,Un salarié a 3 ans pour réclamer la gratification liée à la médaille du travail,4,Paye,
20230526055525626,revue-feuillet-hebdo,3992,Loi sur les JO 2024 : le point sur les mesures intéressant les employeurs et les salariés,18,Paye,
20230526102343738,revue-feuillet-hebdo,3992,Un salarié a 3 ans pour réclamer la gratification liée à la médaille du travail,4,Paye/Contrôles et contentieux,Contrôles et contentieux
20230526055525626,revue-feuillet-hebdo,3992,Loi sur les JO 2024 : le point sur les mesures intéressant les employeurs et les salariés,18,Paye/Durée du travail,Durée du travail
20230526055525626,revue-feuillet-hebdo,3992,Loi sur les JO 2024 : le point sur les mesures intéressant les employeurs et les salariés,18,Paye/Contrat de travail et embauche,Contrat de travail et embauche
20230526102343738,revue-feuillet-hebdo,3992,Un salarié a 3 ans pour réclamer la gratification liée à la médaille du travail,4,Paye/Rémunération,Rémunération
20230605121716983,revue-feuillet-hebdo,3993,Solde de taxe d'apprentissage : la plateforme de répartition des fonds SOLTéA est ouverte,4,Paye,
20230502115052323,revue-feuillet-hebdo,3993,Dépêches de mai 2023,6,Paye,
20230605121716983,revue-feuillet-hebdo,3993,Solde de taxe d'apprentissage : la plateforme de répartition des fonds SOLTéA est ouverte,4,Paye/Apprentissage et contrats aidés,Apprentissage et contrats aidés
20230605110813123,revue-feuillet-hebdo,3994,Présentation du dossier,6,Paye,
20230605111226796,revue-feuillet-hebdo,3994,Premiers décrets d'application de la réforme des retraites : âge légal de départ et âge du taux plei,8,Paye,
20230605111454573,revue-feuillet-hebdo,3994,Premiers décrets d'application de la réforme des retraites : départ anticipé pour carrière longue,11,Paye,
20230605111458625,revue-feuillet-hebdo,3994,Premiers décrets d'application de la réforme des retraites : retraite anticipée pour handicap,16,Paye,
